,User,Review Date,Ratings,Review
635,Gilbert Fong,2021,1,"Ii bought the ps 5 twice and sold to friends who really wanted it, I have a $2,000 gaming PC that is way better than the ps 5, there are no games for that system, PC all the way!"
636,David Hernandez,2021,5,Works awesome!
637,Damian Avinger,2021,1,Bad of a price
638,Bradley,2021,5,Literally the best thing I have ever purchased. Was so exited when I was able to actually get one.
639,Amazon Customer,2021,5,Very good 4k hd graphics
640,Mr. B,2021,1,This a SCAM. Do not buy. Price is twice what it should be.
641,peter,2021,5,Thanks Amazon for the this great product it come on time
642,Dejanelle W.,2021,5,Everything came in a clean condition and works perfectly out of the box. Absolutely love it!
643,Samuel,2021,5,The best
644,Tony,2021,1,"If you lose money during the pandemic, try to work harder to for the make up. Don’t take advantage of peoples high demand. How much can you really eran? People are not stupid. They won’t fall for it. For those who are messing with the retail price, kiss goodbye with your dear ps5. The rest will wait a bit longer alright. But eventually, people will get what they want with a fair price!"
645,MasonicEagle32 ,2021,1,What a Joke. These dirtbag scalpers are scum you scrape off your shoe. I have been a Sony guy since ps1 but I've switched to Xbox for now. I hope these people get screwed over in some way.
646,Jo jo,2021,1,You suck a big fat one buddy
647,josiah b northey,2021,5,I'm happy with the system. Runs great and everything looks amazing. The controllers dont seem to stay charged very long though.
648,Joyce Muoio,2021,5,Packaged great and fast shipping!
649,Gabo08,2021,1,This price gouging has literally made me consider going to PC gaming. For 1k I can definitely get a pc that will outperform a PS5
650,Eugene,2021,5,"Awesome console, very quiet, ps4 games are loading much quicker. Though had quite some trouble getting my hands on it, it all panned out."
651,Daniel S.,2021,2,"Console is excessively loud, even louder if you dare to use disks. In addition to that games available are horrid. None of them have really been any good at all. All COD games now take up a excessive amount of space on the limited hardrive. Hard drive only shows a available space of 668GB to begin with. And good luck getting any refunds on horrible games bought digitally from the game store. 2/5 would never buy again. Especially when it continues to be such a short stocked item. Cool controller though, to bad the controllers built in mic is crap and I can't manage to just get party chat to run threw any headset plugged in. Why can't I just enjoy my Bose and have a little ear bud for the crap party chat???"
652,Paul Spector,2021,5,"For such an incredible piece of technological innovation, the rollout of the PS5 has been nothing short of disastrous. Sony and its affiliated retails could have managed the rollout much better, and better implemented anti-scalping measures (e.g. $1K PS5s shouldn't be on Amazon).All that said, the PS5 really is worth the wait. It is a fun, fast, and innovative console and I am elated to have finally got my hands on one after seven months."
653,GREGORY P,2021,5,I love it
654,Ashley Likens,2021,5,Worth it he loves it. It also got here super fast and in great packaging
655,Kenny Vargas,2021,5,Came in fast and the graphics on it are unbelievable on my 8k tv. I cannot wait for my games and content to display on my 8k system and tv
656,Jon Kelley,2021,5,I love it. Runs games super fast even PS4 games are faster. I wouldn't get any other console if I was able to just kind of mad I didn't get the warranty. But that's my fault for trying to rush through the purchase. Otherwise 100% satisfied.
657,edward,2021,4,I am too gud
658,T. Buff,2021,1,Rip off
659,Reinier Mendez,2021,1,"La consola tenía restricción permanente al Playstation network, solo servía para jugar con discos"
660,Tim,2021,5,"PS5 games look great. I’ve played RE8, Demon’s Souls, and Yakuza 7 and see the improvement. The menus and store are much faster than the PS4 which was honestly annoying a lot of the time with how slow it was. Definitely recommend trying to get one of these if you play a lot on PlayStation. Just keep an eye out for when one sold by Amazon is available."
661,Kiko281,2021,1,"All this so call entrepreneurs are messing everything up!! GET A JOB!!!! There’s no way in hell that I would pay 1,000 for a ps5 i guess only youtubers who make easy money are paying those prices."
662,bobby largesnake,2021,5,"It’s great, was a pain in the ass to get thanks to scalpers."
663,Riley Jefferson,2021,5,"Love the loading times, the graphics, and the selection of games!"
664,Amazon Customer,2021,5,Awesome console. Was a PS4 owner previously and am very happy with the PS5 performance and load times. Just needs to come out with more console exclusives or just new games overall.
665,Mike,2021,5,"every time i turn on the power, i get an instantaneous erection"
666,Erica C. ,2021,5,"Arrived rather quick, but the box itself was beat to hell. Inspection and quality assurance needs a look over in the warehouse. The shipping box was in one piece so this happened prior to boxing for shipping. So far we’ve had no issues with the console itself."
667,Septimus Connor,2021,5,Excellent
668,David Hou,2021,1,"I will only buy the MSRP or less, not more."
669,Mark,2021,5,"I'm thoroughly impressed by this hardware. The improved run time for PS4 games that haven't been upgraded is great. The ones with upgrades run and look insanely beautiful, looking at you Spider-Man Remastered. Only a couple true exclusives to the platform so far that I can think of, Ratchet and Clank and Returnal, but they're fantastic and absolutely beautiful to see. I'm looking forward to seeing what developers start churning out if this semiconductor shortage ever ends, and the console install base hits a point its financially viable for them to focus on it. That said, im not sure I'd recommend a PS5 purchase just yet unless you're a fan of having the latest hardware, seeing as some of this year and next year's most anticipated AAA titles will be on PS5 and PS4, so long as publishers don't start charging for those upgrades."
670,Kyle walter,2021,5,"I bought this for myself and use it every couple of nights. After a couple of months having it I can safely confirm that it is a great purchase. The device arrived with no defects and no scratches. The box was a little beat up, but that was the only issue. 5/5 would recommend for anyone trying to upgrade consoles."
671,Del,2021,2,"this console is so not worth 500 bucks , i feel like im just playing a ps4 with a newer design (which looks lame imo , games do load a bit faster , thats about it"
672,Chris Wilmoth,2021,5,Worth every cent.
673,Amazon Customer,2021,5,ps5 good
674,Benjamin ,2021,1,This launch and Xbox launch plus scalpers ruined gaming
675,Lenny J,2021,5,"A nice and easy purchase, what a beautiful thing"
676,Swag,2021,4,"this thing is the size and weight of a desktop. extremely bigger and heavier than the PS4.people talk about how quiet the PS5 is; it can be, but there were many times where the fan was running and going hard.games load quickly, which is a nice perk. takes like 1-2 seconds for FF7R to load my file."
677,HorrorLife,2021,1,"I can’t believe Amazon is allowing this, I hope they don’t sell them"
678,Marvin hernandez,2021,5,PS5 Hot Cakes
679,Shawn “Marz” Marshall,2021,5,"The system is pretty cool awesome design, and the controller is amazing, but the games right now could use some better games."
680,Allan Membreño,2021,5,"Al fin logré una PS5, llegó en excelente estado, era un regalo para mi sobrino y el está muy feliz y encantado, venía sellada sin rasguño"
681,J.lee,2021,1,ill buy it for regular price where in the world does it say its worth 1000-700 dollars?
682,Ping-Jung Liu,2021,5,:D
683,Martinez,2021,5,Excellent 👍 quality great graphics.Nice looking.
684,Guoluan Lin,2021,5,i love the product and i have waited so long to get a ps5!
685,Devin A.,2021,1,"....But sabatoging your own supply quantities to artificially increase demand, just so you, and every other scalper online can charge 2 or even 3 times the price of the product is just wrong. Look, I understand that a business needs to make money, but not at the expense of screwing over your customer base....I will be passing on this until the price is reasonable, and even then I might skip it on principle. Whats more, companies like squaresoft are releasing DLC for PS4 titles like Final Fantasy as PS5 exclusives....When did integrity, decency, and treating customers with respect die out? This is why people are really starting to hate large corporations and their out of control greed."
686,Jamsreviews,2021,5,The amount of anxiety I had buying this was outstanding.
687,Frank,2021,1,"Estaba mirando los precios para comprar un PS5, pero pensándolo bien mejor empleo mi dinero en armar una buena PC que de seguro es muchísimo mejor que cualquier consola y soportará la próxima generación de video juegos sin ningún problema.BYE... BYE... SONY Y XBOX 👋👋👋"
688,Amazon Customer,2021,1,Worst launch ever for a console. What's worse is the companies letting this happen.
689,alex bell,2021,5,"Product runs great, apart from the box arrived abit torn."
690,Steven Puckitt,2021,5,PS5 is a huge upgrade for me from my PS3. Works as intended. High quality feel. Fast load times. Good UI. I was fortunate to not have to pay scalper prices for one too. 100% would recommend.
691,Jayson Charles,2021,5,Console is the best
692,Justin,2021,1,"When finish the design of ps5 physical system will be $400 it can only all types of cds and download games, and digital download system will be $300(it can only download games, it can never use all types of cds.) Found info from game informer. Anyways ps5 is has a high price because people pre-order the system from ps5 earlier from playstation. Now those people are scammers. they sell the system at high price. On playstation they created some mistakes. 1 they have wrong amount of memory of the system on pre-order systems. The amount of memory is 625gb(gigabytes). It was supposed to be 1 terabyte (1,000gigabytes). 2 because we had Covid-19 many workers left/quit the job.Sony doesn’t know when they work at the playstation job. And 3 since playstation low on workers they have a slow time to create the playstation computer chip. So the system will run and play on playstation5. Now they think ps5 might come out end of the year or next year on March(they think it will come in March or some other days, weeks or months). For years they say ps5 will come end of the year. If ps5 doesn't come out fast, playstation might go out of business. To me I rate the system right now 0 stars."
693,Rey,2021,5,Amazingggggg! Even better when you get it regular price and not by the scalpers that try to sell it to you for $1000.
694,Chana Hymowitz,2021,5,"It's a PS5, was lucky to get it at launch and have loved every second of it."
695,Veronica Sharpe,2021,5,"I bought this for my son & he can't get enough of it. I know these are hard to find but just hang in there, eventually there will be enough so that you can walk in the store to get one. Even though it's an amazing system there still isn't much games to be played so you guys aren't missing much but if you can get your hands on one, I recommend buying it"
696,Andrew S.,2021,1,"No way this console is worth over $500... I'm not even sure its worth that much lol. As of now, there is literally no reason to own this console over a PS4 except the faster load times. No new exclusive games, same exact services the PS4 provides, etc. I can wait till 2030 when the PS6 is announced and these actually start becoming available... and even then I might just skip it lol. I have more fun with my GameCube anyways XD"
697,Amirkia,2021,5,"It is well know that the launch of this beautiful console failed emphatically! but after many tries I got lucky and I was able to get my hands on one, and mannn… it just hits differently!!!!!"
698,Alexander,2021,5,Best console ever
699,Chabeli,2021,5,"Was a gift for my boyfriend, took a while to get it, of course he’s very happy, works as it should, no issues whatsoever."
700,Néstor Colon,2021,5,Just awesome
701,JaY EveryDay,2021,5,Awesome
702,Joseph Ziad Jazrwy,2021,1,I'd rather let Queen Latifah take a dump on top of my head from a hot air balloon than buy this crap console.
703,Dittles ,2021,5,Excellent
704,Madara Uchiha ,2021,5,I'm so happy I was able to finally get a PS5 after trying so hard for 5 months thank you amazon this is the best way to get one because you can have all your information set up all you need to do is add to cart and buy now !!!!!! IMAGINE NOT HAVING A PS5 TUFFFFFF
705,Tony,2021,5,Came as described in brand new condition. My nephew will be happy with this.
706,Hannnah Sims,2021,5,It works great. My husband lives it.
707,Z.L.,2021,5,It’s so beautiful!
708,K,2021,5,The PS5 is worth every penny. The graphics are amazing. I love playing the Spider-Man game and COD.
709,Alexis Antonio Azuaje Laya,2021,5,I really like PS5. Maybe the color is not the best choice but as console is simple the best.
710,Luis Fernandez,2021,5,Amazing Console
711,Drew,2021,1,
712,Lluvia,2021,5,So far so good
713,juan martinez,2021,5,Exelente
714,Courtney K.,2021,5,Amazing console! So glad I finally snagged one!
715,rylan,2021,5,
716,Chris,2021,5,"Great system, the dual sense is amazing and makes games feel truly next gen. 60fps is a new world."
717,todd wester,2021,1,Bought a ps5 and all the games crash. Can’t get a hold of customer support and I have been trying for weeks.
718,Amila Kumara,2021,5,The best choice I made during the pandemic time.
719,Chris Kaiser,2021,4,Great purchase price and glad Amazon sold these. High quality material and the processor is fast and no lag time when I play games. Really aesthetic as well as it sits in my entertainment system. Can’t wait for when the release more games!
720,Shyam,2021,5,Powerful
721,Carlos V.,2021,5,What can I say. This boy is chonky but beautiful! Look at those curves🤤. I’m still waitng on a ps5 game that will just push this thing to its absolute limits! Overall gaming is just super fast even on games that aren’t taking full advantage of the hardware. Of course with pros there are cons. The main con I can think of is the storage. Overall storage is around 600 gigs. Seeing that PlayStation 4 games are extremely huge because they are built for outdated hardware. You will run out of space. Still patiently waiting on that update to add more storage internally. I highly recommend this console. That’s if you can find one lol. This is my 3rd console so far. I suggest following ign deals and snkr_twtr on twitter with notifications on. Not an ad for them trust me. I hate ign. They’re trash but good for getting a ps5.
722,Amazon Customer,2021,5,"Beautiful graphics, smooth gameplay. Loving it!"
723,Anthony A.,2021,5,I have struggled to get a PS5 all year but Amazon really did its job and allowed me to purchase this PS5 that I long-awaited.
724,Snelly,2021,5,All around good product. Just don’t pay Resell
725,Yareli Cruciani,2021,5,"Bought this for my husband. We've had a blast with Astro's Playroom, learning the new controller. It's so responsive and fast, almost no loading of new screens as we progress. The controller has a great weight/hand feel. Loving it so far!"
726,Carlos,2021,5,"happy with this console, although it cost me a lot to get it"
727,Phenom,2021,5,Perfect!
728,patrick,2021,4,"The fact that there is a big craze that has trained us to believe we need this... even tho there is much more potential from last Gen,hardly any developers are using it.. most games right now are remasters adding features that really do little to expand that particular game. That’s all fine and dandy but do you really want to pay more than what something costs just to have slightly upgraded graphics, because more time is being spent remastering old games then on new releases.. so when you look back months from purchase and say... you know that wasn’t even worth the 1k I spent on this... let me save you some money and tell you to either wait till you can get one at retail or buy a PS4 pro used from GameStop and get a warranty"
729,Viet Pham,2021,1,"I like Amazon because the way the handle the package is really nice. But, today is not it. The ps5 that I bought from Amazon, it's ripped like that when I opened the package. So disappointed"
730,HKG,2021,5,"Silent, fast and with a cool design, but there aren't enough ps5 games on the market now so no need to hurry I guess :)"
731,Raana,2021,5,Ps5 hype is real 3am drop amazon thanks
732,Frank ,2021,5,"I personally don’t have the option to buy a ps5 unfortunately. Some people are complaining about the system and saying it’s a rip off and it sucks because if the terrible launch, be grateful that you have the privilege to own one not many people do. I understand it all comes down to opinion and what people think but me personally I think it’s a great system for a great price and with all the features that I comes with even better, you can’t expect to have a powerful system like the ps5 with all its great features for a cheap price. If u want a cheap system? Then may I suggest the Xbox series S. I see that people are saying they bought the system at $1,500 and at that point you just got scammed and that’s on that person to blame. No one told you to buy the console at that price you could of just waited to buy it at the original price and the only one to blame is that person. But please don’t leave comments saying that “ooh it’s a scam or it’s bad or it’s a ripoff” don’t blame the company for mistakes that the consumer made."
733,Jeremiah Steffens,2021,5,"The PlayStation 5 is the next generation and I can definitely tell it sure is!The loading times are so short, the new haptic feedbacks and adaptive triggers give new immersion to games, the PS4 backwards compatibility let's me continue working on games I've haven't finished.I cant wait for more games to be released!"
734,Jose,2021,5,Great stuff! Fast delivery! Happy customer!
735,Fernando Valencia,2021,5,I love my Ps5 best system ever made
736,wangruimeng,2021,5,Nice and beautiful look and great proformance
737,Montrael Green,2021,5,No complaints
738,Amazon Customer,2021,5,I’m happy I got this console when I did. It was for my daughter bday May 14th. She was happy.
739,Raina,2021,5,My children loves the ps5!!!!
740,Chris Passerini,2021,5,I liked it came here in a week and I get to play PS5 games without having to trade in my PS4 games. It’s a great console!
741,Zoey,2021,5,"The PS5 is truly the definition of next gen gaming. From the controllers with their adaptive triggers and haptic feedback, to the consoles killer performance and surprisingly quite fans, The console is put together to make an amazing package for anyone who gets their hands on one. Please, if you are on the fence about this console, go for it."
742,Carlos Garaicoa,2021,5,"I would recommend to anyone. Graphics, gaming, movies, resolution is all awesome."
743,Marshall J. Stokes,2021,5,Absolutely love it.
744,Donald,2021,5,Amazon Had Fast Shipping Came SOONER Than My First Anticipated Date . The Console Itself Is Great As Well With Features Like Remote Play And Dual Sense
745,yuhzou gu,2021,5,"Love the console, finally able to get one for my little brother, which he dreams about it. For this price, it is the best game console so far, looking for more games, and hopefully I will able to get another one for my self."
746,OSCAR ARIAS,2021,5,Ok
747,Kodjo Gnamakou,2021,5,i cant wait to play GOD on it..
748,Tomye,2021,4,Waited all this time to get a PS5 and of course the box comes with a dent in it
749,Jaysone Asencio,2021,5,Good Product
750,nehemiah,2021,5,Yeaaaa boi
751,sandraoseguera,2021,5,"Console came in perfect conditions, amazing ps5"
752,Brodrick Thompson,2021,5,Great platform
753,andrew adamczyk,2021,5,Perfect
754,Brandon,2021,5,"Waited well over a few months to actually get one, but it was worth the wait. It took a little bit to adjust to my internet, but once it was settled in the games I normally play were much more visually appealing and smoother. The controller dies after a day or two (if you use it frequently), but charges really quickly. A wonderful console if your looking for a next gen console!"
755,Meech Godlove,2021,5,Very happy to have gotten one successfully and this is a reminder to all that it is possible ! Low stock but remain diligent and you will succeed
756,Hanjun,2021,5,Good
757,Kevin Pereda,2021,5,I love this product. Worth every penny
758,arm711,2021,5,"Sony has delivered a great piece of hardware at an incredible price! If you are a PS4 owner upgrade as soon as possible and if you're not a PS4 owner now's the time to become a PS5 one. Some of Sony's biggest, heavy hitting, critically acclaimed exclusive games have been patched and\or upgraded to take advantage of some of the PS5's processsing and graphical power. God Of War, Ghost Of Tsushima, The Last of Us 2, Spider-Man, and Ratchet & Clank. Not including the third party games that have also recieved similiar patches and\or upgrades. That coupled with the new Sony firsty party exclusive games and third party multiplatform games makes the PS5 a must buy!"
759,Pooky73,2021,5,
760,Tyler Fitzgerald,2021,5,"Absolutely one of the greatest consoles of all time, puts Xbox to shame, and I loved my 360 and One S, the graphics, the controller, the specs and gameplay, just absolutely phenomenal and astounding in it’s product, although it has a really terrible launch with high demand, that should be due to Covid and chip shortages, I love the Ps5!"
761,bob Mac,2021,5,It’s dope.
762,Amazon Customer,2021,5,This console is a great console to have the controller makes it a lot of fun hopefully it’s less tough to get soon.
763,The Goat ,2021,5,Perfect
764,David Meléndez Rojas,2021,5,Best console!!
765,Anstey Family,2021,5,"So i got lucky and happen to be awake at 3 am when this went into stock. If you’re trying to get your hands on a PS5, use Twitter notifications on restock Twitter pages. It helped me a ton. That being said. I love my ps5. He’s beautiful and plays fantastic and i use him almost everyday/night, in my opinion worth the money. Also don’t hold out for the digital, get what you can get because this was a bitch and a half to get."
766,Alfonso,2021,5,It's a nice box of Joy and looking forward to more games for PS5 platform. I did get an external hard drive to store and PS4 games on this platform.
767,Eduardo,2021,5,I couldn’t get a ps5 anywhere until my boy Bezos came thru with the drop
768,Wayne Aung,2021,5,"I upgraded from PS4 and man, this console is amazing! Definitely worth to upgrade from PS4 if you can buy this for retail price.Performance is very smooth. The only issue is, the PS5 generate a lot of heat, other than that, it is definitely worth to upgrade."
769,Nardia,2021,5,Everything I expected it to be and more
770,Thomas,2021,5,A pain to get ahold of but once I did I was blown away by the quality of this system and it's amazing controller.
771,piotr sowa,2021,1,"I am so disappointed with SONY for coming out with a product and not being able to fulfill the demand. Its been over 7 months since the release date and we still cant find it anywhere, what a shame and poor business decision."
772,Brenda bernardoni,2021,5,My 10 year old loves his PS5.. He bought it himself.. He said the headphones are the best too..
773,Luther,2021,5,Amazing
774,P.C,2021,1,so bad it made sony looks like a novice company
775,Kayode Adeola,2021,5,Packaging was solid. Delivery was fast. Console is a beast. Waiting for my favorite exclusives to be released to fully get my gaming groove on
776,Justin,2021,5,Use my Ps5 for streaming apps. Also to play games that are only for Playstation was the big reason why I wanted one so bad.
777,jonathan poo,2021,5,Arrived on time and as advertised in the site and thankfully wasn't sold out at the time
778,Genoa Campbell,2021,5,Waited a long time to get this console and was not disappointed.
779,Chelsea Sims,2021,5,"If you can manage to buy one, it’s a great system to have. Would buy again."
780,Rakhyun K.,2021,5,Nice
781,Justin B.,2021,5,It came packaged nicely and was up to expectations
782,Packs,2021,5,Mmonkdy
783,Jason Vargas,2021,5,Love the playstation 5. Got it for my friend and we're both playing Call of Duty together now. Great console and thankful I was able to get one finally
784,Yue Wu,2021,5,great
785,DPark,2021,5,I got digital & disk ps5 both.digital was for me and disk version was for my friend.And we both love themwe regularly play fifa21 on ps5 and they look amazing. graphics are so coolframe is goodconnection speed better.
786,AmazonUser,2021,5,Super worth it. I haven’t owned a PlayStation since PS2. The graphics are amazing
787,Patrick Guertin,2021,5,Great! Thank you!
788,MacarioIgnacio,2021,5,Best console
789,Frank,2021,5,"The PS5 is great and love it. I was worried, due to Amazon shipping. The shipping box was damaged and you could see what was inside. Luckily it worked and it wasn’t stolen"
790,Kevin E.,2021,5,"I wasn’t sure if this was going to be a significant upgrade from my 4pro…. It is.I’d never pay scalper prices, but at retail, yeah it’s totally worth it….."
791,Hemanth Bangalore,2021,5,Can't wait to use it!
792,Prince oberoi,2021,5,"Finally was able to catch this deal, and pay retail price and not the marked up ones by third party sellers. Bought it for my little brother who was waiting patiently 9 months after his birthday to receive it."
793,Travis Jernigan,2021,5,Awesome. Super fast loading. Beautiful graphics.
794,Caliboyizhere,2021,5,"I mean, what can I say, it's a PS5."
795,Parant Family,2021,5,"It's sweet! Thanks, Amazon for doing the drop at 2 am. The best part now is the Dbrand black plates."
796,Christine Kain Singh,2021,5,Bought this just under a month ago. Great system and quick start up. Graphics are great. Plays most PS4 games as well.
797,Joshua Fellers,2021,3,What else can I say that has not already been said? I took off two starts due to major bugs that still exist many months later...
798,charles,2021,5,"By far the best console on the planet! 4k with 120hz you won’t ever leave your house! It took me 4 months to get one. 4 months of websites crashing and sellouts in seconds. When it came in stock on Amazon it was effortless. If your looking, add it to your wishlist. When Amazon gets stock don’t add it to your cart. Just go to your wishlist and “proceed to checkout”. Suck it Walmart!"
799,Magaña,2021,5,Son loved it!
800,Amazon Customer,2021,1,Just not really worth it
801,Amazon Customer,2021,5,"got this for my boyfriend for our anniversary and he has not stopped using it on his free time. would be a better gift in the winter but he was really happy with it. super fast, and looks really nice on our counter/tv stand. love the design"
802,Javier,2021,5,"It’s a bit too early to say that you should just buy it, but as far as can see, it’s worth the money. Graphics aren’t too different just yet and most games are still coming for PS4, however, that’s not the reason to buy a PS5 right now, the reason is to get that fluid 60fps experience with Playstation exclusives and next gen games with PS4 games getting upgrades to PS5 or already having uncapped FPS so they already can go to 60fps with no updates, also to get the near instant or no loading at all in newer games. Compared to my PS4 base, it’s dead quiet, I actually managed to forget that a game was running due to it not being a jet engine to tell me. One disadvantage would be storage, there’s simple bare minimum, if you install full Warzone and Black Ops, you already just have a quarter of the space for other games, not everyone have all components of those games at the same time, but I’m mentioning it just to get a sense of how small the storage is. But other that the storage, everything else is an upgrade. If you manage to get one, congratulation, you are almost all set for everything to come in the next couple of years."
803,Tiare,2021,5,So happy we finally got one for the right price. Came in nicely packaged too
804,Blake Leach,2021,5,I don’t think there’s much to say except for this is totally worth the upgrade I got this two months ago it runs amazing it is very easy to clean it’s not as big as you might think it is still very big but runs smoothly amazingly and the 4K HDR 60 frames per second looks so smooth and amazing on a big 55 inch screen as I have if you have a 4K TV and you want your games to look the best they could possibly look I would totally recommend this you can still play all your PS4 games and they will be boosted to 4K resolution if supported and 60 frames per second if it’s not locked at 30Totally worth the upgrade amazing consul greatest PlayStation of all time
805,michelle mack,2021,4,pretty much same as PS4 but with updated graphics
806,KS,2021,5,👍🏻👍🏻
807,Armando ,2021,5,Bought this for myself and so far I haven’t had any disappointments. Got it shipped to me on release day.
808,Roey,2021,3,"Great product, but had a software issue which needed to be fixed by Sony and took 2 weeks to repair. Fast shipping."
809,Jesus evangelista,2021,5,Ps5 expectations were flawlessLove it
810,Casey Smith,2021,2,Utterly disappointed with SONY. It’s super noisy. Mine had issues reading a disc straight off the shelf. Ugly and bulky. It’s atrocious to look at and too big to hide. Couldn’t fit it in any cubbies all previous systems have easily fit inside. Really can’t understand the appeal. I much prefer my Series X.
811,andy l.,2021,5,Not a single problem has been working perfectly!
812,Amazon Customer,2021,1,I received this item with the box ripped open and the controller is missing!
813,clarence terry,2021,5,Great product great store thank you
814,Erica G.,2021,5,This definitely made my sons day thanks Amazon for not letting us down…
815,Stacie S.,2021,5,"Fast, although VERY hard to purchase due to bots, super happy with its performance and speed!"
816,Lewis gullone,2021,5,Fast shipping great product!
817,Bobby H ,2021,5,"PS5 is awesome, I recommend researching how to follow alerts on Twitter to know when to buy on Amazon. Stock literally lasts only a few minutes. You may have to keep hitting the add to cart button multiple times. I tried about ten times before it landed in my cart. Good luck and happy gaming!!"
818,Justin ,2021,5,My family will love this console very pleased with purchase
819,Audrey Moritz,2021,5,"Extremely fast, great graphics,no complaints!"
820,Loni P.,2021,5,I randomly looked up the ps5 and it happened to have dropped at 12am. I guess people didn't realize it either because they were available for purchase for a good 30min.Received the item real fast and everything came as advertised. Definitely worth buying at its normal price not the one people are taking advantage of.Really wish these were released in a better fashion since BOTS are being used to buy everything before anyone can buy it. There should be some kind of regulation everywhere.Product is awesome and everyone deserves to be able purchase this and not sell out instantly.
821,good work,2021,5,This is my 4th playstation console. All have been reliable and worked for years without issues. Graphics are awesome. Boot up is quick. Game loading is basically instantaneous. The only surprise was the size. This console is quite large. It's as big as my stereo reciever.
822,G space,2021,5,"Thankyou Amazon, had been trying to get my hands on one since they came out. I love it, shipping was fast and secure."
823,Clinton G Wendorf,2021,2,The graphics seem similar to ps4 for all the hype.
824,EliteRundas,2021,5,Not much to say other than much love to PlayStation. Awesome Console!
825,Millenia,2021,5,Was finally able to get my hands on one of these consoles after trying for a while. Much larger than the PS4 but performance is better and the added quality in the games makes the upgrade worth it.
826,SUnny,2021,5,"Fast, great graphics, quality product. Liked it so much, worth the money and wait. Thank you amazon"
827,Jay,2021,5,Delivery was on time! Product is perfect. My husband is elated 😊
828,Brandon Thompson,2021,5,"Fast delivery, excellent game console at the original price. Highly recommend as the next main Sony Game Console."
829,Dennis Shaw,2021,5,This is honestly the best new console out. I know its hard to get one but its so worth it. Amazing and fantastic
830,Aaron,2021,5,My son loves it. Not had one single issue with it since unboxing.
831,Sergio,2021,5,It was worth the rent
832,Cheyenne K.,2021,5,"Crazy fast! Looks incredible in person, definitely a show piece. Worth the wait!"
833,Mo Q,2021,5,"Was able to score on May 26th drop surpassed the dogs and all the bots and scored right when dropped. 2 minutes in and sold out was able to confirm it. Best console ever made, alongside PS4 Backwards Compatible via disc version (3,000+ Games) Playable makes it the best of both generations. Enjoy."
834,Brendan Lamacchia,2021,5,Really good quality and good graphics
835,Dojo,2021,5,I bought it for the original price when it briefly restocked and it was worth it
836,justin,2021,5,Cant believe I was able to land this on Amazon. Obsessed 🤩
837,Shadow,2021,5,"After almost a year after buying the ps5 for retail price (500 disc version) it's been great. The fan isn't near as loud as the ps4, it's still noticeable but nowhere near as the ps4. If you have headphones you'd wouldn't be able to notice. The ps5 does deliver on the upgraded load time. The controller alone is amazing with the rumble and adaptive triggers. There are some games that uses the controller to its full extent such as Astros playroom game, and the new rachet and clank. You can feel every foot step you take. Not to mention the power of the guns in rainbow six and other fps games. It's been a really great product, I just wish the whole launch would've gone better. Everyone online was suggesting a queue system and allowing only people to buy once. It could've gone alone smoother. Ps5 itself I've had no problems with at all despite a lot of people online saying things about the rest mode an etc which since then has been fixed. I give it 5/5 however launch a 1/5 stars."
838,Triston wright,2021,5,Shipping took longer than expected but other than that part. Works like a charm. Before you buy: the tiny microscopic shapes on the back of the controller catch residue sometimes so it ends up leaving your controller dirty luckily soap should get it out but be careful.
839,no,2021,1,Console keeps crashing alot of of crashes special on cyberpunk 2077 is unplayable alot of people complaining that gpu is over heating
840,JEFFERY HUMPHREY,2021,5,Great!!
841,Alexa Salazar,2021,5,"I love that a lot of the games that are pretty recent on the PS4 have already been upgraded to run better on the PS5. Final Fantasy VII Intergrade came out yesterday and it runs beautifully, the loading times are minimal. It’s a fast console with some pretty neat exclusives that are coming/came out close to the launch date."
842,Susu Chan,2021,5,I love this ps5. Nice and cool. I love playing with my friends.
843,Jason,2021,5,"The PS5 is a nice machine.  Games optimized for it look great, the Dualsense controller is really cool, and the SSD is super fast!  SSD is smaller than I want, but I knew that going in.  They provide an easy way to expand that with an expansion bay that is easy to access and compatible drives should be announced this summer."
844,Walter Feliciano,2021,5,Awesome game play and graphics
845,Douglas H.,2021,5,Awesome load times and the graphics are flawless
846,Douglas L,2021,5,Great deal
847,Maul Scarreign,2021,5,"I love this. UI is clean and smooth.. night and day compared to PS4's laggy disaster of a UI. I just wish it had more storage and the controller had a longer battery life. There's a lack of transparency with the ""Other"" part of the Storage section where it just says it's for apps and games to work properly. The number goes up randomly and I never know why. Also, as of right now, you can't customize the PS5 UI but I assume that'll be fixed in future updates."
848,DaOrgest,2021,5,"With it's fast loading times, and supported ps4 games, it's a beast. But the ps5 games are very limited at this time, but all of them are looking next gen and I can't wait!"
849,Spectra,2021,5,I got one that's all that matters 😌
850,Emmanuel,2021,5,"Huge upgrade from the ps4 its not even close, happy to see how good the new PlayStation and xbox are"
851,Nicolas C.,2021,5,Best console ever! Although the controller is a little bigger than previous versions
852,Jean Paul Araya Meléndez,2021,5,The console is a work of art. Very stylish and futuristic. It is very silent and efficient. The most important thing is the interface and the catalog of games: masterpieces. It's a wonderful console and must for every gamer and PlayStation fan. 10/10.
853,Jim W.,2021,5,To be honest I was surprised I was able to purchase unit.  But with all the rush I didn't select extended warranty.  I reached back out that same day and they said they could not add it.  I'm a bit concerned if I have issues with unit.  But thanks for having the product.
