,User,Review Date,Ratings,Review
337,Angel,2022,4,Console was delivered very fast and the condition was brand new and great price is above the original 500$ but it was worth to pay an extra 160-180$ the console itself is a beast and looks amazing
338,Shawn Andrew,2022,5,Yeah was sceptical about this but when I got it this really was a series x very happy about it I recommend you to get the new not used or good
339,Jonathan L.,2022,5,It's got the same ui as the Xbox one series but has better performance than the playstation as sony can't fix system errors as swiftly as xbox does
340,Jeff,2022,5,Got lucky and randomly checked to see if it was available. Got it from Amazon so I didn't get screwed on the price.It's been really fun playing on it. Everything is really fast and load times are minuscule. Everything looks great in 4k too.
341,Emily,2022,4,"Pairing wireless headphones are a pain, but otherwise it's great, and this is coming from a playstation girl"
342,User456,2022,5,I like that the seller replaced the used to new chords and controller of purchasing a used Xbox Series X I did not expect getting a brand new Xbox controller.
343,Victor,2022,3,"Tan solo duró 2 meses bn y después fallo,póngale garantía cuando la compren"
344,Richard G Paez Jr,2022,5,"I have been playing Xbox since the original . What an upgrade in technology when I got my series x. Not only the colors, but the SPEED is outstanding. My games load and update much quicker so I playing more instead of waiting. Great buy and worth every penny !!!!"
345,Chris Rederstorf,2022,2,"I absolutely love the new XBox Series X. I was pretty disappointed on how the Xbox was packaged for shipment. It was put in a regular brown cardboard box, a bit bigger than the manufacturer’s package the Xbox was in. There was no packaging material to help keep the Xbox from moving around, and after opening the shipping box I double checked the gaming system to make sure nothing was damaged. Luckily nothing was. I believe items as expensive as this computer system should be handled with better care, especially the price I’m paying for it."
346,Meghan Pennington,2020,5,"Let me start off by saying I am not an Xbox fan boy lol. I have mostly played PS4 and PC  in the past few years. I was very intrigued with Xbox series X because of the user experience. They really seem like they were listening with this generation and it shows. The UI interface is like butter it moves so quickly, with hardly any waiting. Game pass which is an amazing option only on Xbox and PC has an amazing selection of games right at my fingertips for a monthly fee. Xbox really got the user experience down I can honestly say that it was definitely worth it. I've been enjoying a lot of games that I played on PC and I am confident in saying that I have such a great experience on Xbox series X I'm blown away. It gets a little hot but I have it in a very breathable location. ( I would recommend that as well ) I'm excited to play all the Xbox one games I missed out on! (And new games of course) Overall I really recommend it."
347,Jose Gonzalez,2022,5,Loading times much faster that Xbox one... Love the new controller...
348,PKL,2022,5,"Great console! I like everything about it. It doesn't take up much room and the graphics on games are so much more crisp and clear; the colors are even brighter.The only thing I am concerned about is this thing really puts out some heat. I think I may have to get an attachment fan for it....seriously, it's like a mini heater.You can dress it up with skins, cubes and more.....my son absolutely loves it!!!"
349,Joshua Barajas,2021,5,"I’m so happy with my purchase, I’ve had it since November and it’s served me great. Apps start up so much faster than the old generation. If you don’t play too many games that are Series X|S enhanced I recommend you get a hard drive. The games won’t start up as fast but it won’t take up ssd storage for games that are optimized. I play quite a few games ranging from FPS to Racing. And I’ve noticed the console gets warmer on Forza Horizon 4 compared to Call Of Duty or Rainbow Six Siege. The 120 FPS is phenomenal, and for those who may not know, you can play at 120 FPS with HDMI 2.0 as long as it’s a 120+ hz screen. For 4K 120 FPS you need hdmi 2.1 which is harder to find. So if you want to play 120 FPS make sure the monitor you buy is capable of 120hz and has HDMI 2.0 and up."
350,Sweetness 198,2022,5,The amazing details we can now see in all of the graphics along with the quick loading speeds make upgrading from the Xbox One worth it!
351,hybrid,2022,4,"I'm more familiar with the XBox controller so transitioning from an XBox 360 wasn't too bad at all.Good for sports games. Even for my little tiny monitor. I don't really take advantage of 4K, but this system should last a long while.Now time to get a PS5 :)"
352,Giovanni Ambriz,2022,5,I had no disappointments. The series X is a power house of a console that makes not only load times faster but every thing faster. Installing games is faster loading apps on the Xbox is faster and it does this without any fan noise. Games also look great at 4k. The only thing I don’t like is the UI is the same as the last generation Xbox.
353,Scott,2022,5,Bought as a gift. Was delivered in a timely fashion.  Tracking was available almost immediately. The xbox was a 100% new unit and perfect. Would buy again.
354,Runflatvet,2022,3,My gaming PC works better than this does!
355,Josh Hutton,2022,5,If you're an XBOX fan. you'll love this. It plays my old XBOX games too. Couldn't be happier.
356,Courtney. K.,2022,5,"They were in stock for a short time in April of 2022 I believe at normal retail price, shipped and delivered within a few days completely sealed and new!"
357,Mateus,2022,5,seller response was prompt and helpful. product arrived on time and works and looks like new. great purchase! definitely recommend!
358,Jacob Wentao Guo,2022,5,The console arrived sealed. Everything looks good. The only complaint I have is the slow shipping. Could be better if the shipping is faster
359,Trkoyse,2020,5,"Coming from an Xbox One X I can say this does feel like a next-gen leap, albeit not a huge one as of yet.The console is quiet, and the use of an SSD this generation means a very responsive UI and faster load times for games. There are a handful of Series X optimized games available but not a bunch. I bought Devil May Cry 5 Special Edition to go with this and the differences are noticeable. In addition to improved graphics and faster load times the Series X also beings Ray Tracing which made this particular game look even better.To summarize the console delivers on bringing a next-gen feel and if you have a One X already there are differences that make the purchase feel welcome. Granted, with the short supply of games out there using this to its fullest at this time, you would be forgiven for waiting a little longer to buy this. But for those that buy it now or plan to buy it, I can definitely recommend this."
360,Matthew Chase,2022,5,"Love that I was able to get my hands on this system. I have no complaints about; it’s great! Now, if only I could get my hands a ps5 too that would be great."
361,Nolan,2022,5,Packaging for the series x is incredible!  I almost felt like I should not take it out of the box because it was perfectly wrapped and stored.  No issues at all and the system runs great!
362,Michael,2022,5,Works perfectly and manufacturing date is March 2022 which I was happy to see
363,fred420170,2022,3,Happy that I was finally able to get the series x.  However the box was all banged up and there were shipping stickers all over it.  I like to keep my boxes for moving or storage.  It works fine just not happy with the state in which the box arrived..
364,Justin,2022,5,"Can not wait to play games on this thing, mostly for the newly released Elden Ring. Upgraded from an Xbox Series S just so I could play disc games again. Totally worth it. Would recommend getting dust filters for it as, as there's not much stopping anything from flying on/into it. I'm also getting a cooling stand for it, but not because it runs hot or anything, just to improve the air circulation and lifespan of it as much as possible."
365,John,2022,5,Load times much faster
366,Lucas,2022,2,Almost every time I turn my brand f****** new xbox X on I have to turn it off hold the xbox button power button-down And then reconnect to the Wi-Fi all over again every single f****** time I get on  Because it will not save the Wi-Fi data at all what the f*** Because of this defect I would value this at half of what it's worth Because of the absolute pain in the a** it is to try and play it.
367,Nick,2022,5,Was nervous buying something so expensive online but the product was exactly what I’d hoped for. It came packaged decently and there was no damage. It also came a week earlier than initially estimated which was a pleasant surprise. I would definitely order from this company again.
368,sean p.,2022,3,I purchased the Xbox very excited and I had received it and the console looked brand new I was disappointed when I had received a very used controller with dirt still in the crevices and the power cord sent with it did not work I had to use the cord out of my series s XD most confusing purchase I ever made
369,Dermeister,2022,5,"Everything is correct, they just brought it to my country, I'm playing, good seller, a little more expensive, but what else is there if you want to have the console?"
370,Amazon Customer,2022,5,It's an xbox
371,Chris,2022,5,It’s been a blast playing on this lil machine. Been on the PlayStation bandwagon for the last 15 years- crossed over to the ‘dark side’ - no regrets. Rediscovered my love for gaming again. Gamepass is awesome too.
372,Saint,2022,5,Playing online the speed is incredible. The graphics online is awesome. Playing games not online the Xbox one X  is just as good. But if your looking a great online experience. This is it.
373,Rafa,2020,5,
374,Truitt Wilson,2020,5,"Design:Smaller than you expect for a console that has this kind of performance.Controller:Feels great in your hand, has better latency than any previous xbox controller. Pairs and connects to the Xbox when powering on nearly instantly, which is a nice improvement from previous controllers.Performance:The level of graphical quality, FPS, and speed of the SSD make this the best console on the market. It accomplishes this all while being dead quiet and impressively cool.Features:Microsoft's implementation of Quick Resume and the velocity architecture makes switching between multiple games a breeze and actually incentives you to try different titles. The thoughts of not wanting to load up a new game because it would take too long to load up are gone forever with this generation.Conclusion:Microsoft has pulled out all the stops hardware and OS-wise. Once next generation games come out, the Xbox Series X will be the best way to game for years to come."
375,Honeykz,2022,5,La neta me encantó los juegos se ven brutal y ni hablar del microsoft flight simulator 2020
376,Brayan Nahun Urbina Garcia,2022,5,Excellent console.
377,Jess A.,2022,5,Very happy with the product. Super fast load times and the picture is stellar with 4k and 120 hz.
378,Khuram Jamil,2022,5,"Legit what I asked for from Xbox. This has to be the best console ever bro. I love the speeds, 120hz, 4K, and everything else it comes with. If you new to console gaming and want a next gen console get the Xbox Series X."
379,Jermaine Edwards,2022,5,"At first I kept going back and forth between the Xbox and PS5, but after researching I chose the Xbox series X. It was the best decision. I am very happy with it and excited with the game pass store."
380,Guy H. Lane,2022,5,my son has wanted one for over a year. but i would not pay the premium most were asking. got this one at 499 dollars!!!! still can't believe it being a Prime Member has it's perks.
381,Judy Moore,2022,5,loving the next gen so far no compliantsthank you again amazon i was so hyped for this one and had every right to be.
382,Jamaal wallace,2022,5,I'm happy
383,rocketboy2k,2022,5,After waiting… basically since the drop… lucked up on restock and it is noticeably better than my previous series S… don’t buy overpriced.. just be patient… well worth waiting.
384,ChynaBsNdaTrap,2022,5,Faster upload speed and connectivity. Still issues with game servers which the console can’t control. Brand new from Xbox $499
385,Matt,2021,5,I’ve had my series X for about a year since it first dropped and I just have to say yes. Everything about it is great the load times are fast amazing picture and the cross gen feature is amazing. I could literally put my Xbox 360 games in and play it just fine. Also my old tv doesn’t support the 4K 120hz (I upgraded now) and the picture was still great most def worth the price. (Also it’s size is good because it’s honestly not even that big and you can’t even hear the fan)
386,Amazon Customer,2022,5,"Even slightly over MSRP, this console is a solid deal. Ray tracing, a 1 TB SSD, (only a few sadly) 120 FPS games, and a disk drive. Only gripe is the lack of new games."
387,Keith M,2020,5,"I'm one of those gamers that buys both Sony and Microsoft systems each go 'round. With the XSX, presentation was everything. From opening up the box and seeing how MS wrapped the XSX, it felt like I bought a premium product. Power up your new system, and you can transfer your existing content over in a flash. I love the SSD, and how quickly everything boots up compared to the previous  One X/S...Seeing NBA 2K21 upgraded is amazing! It's like a totally new game from the One X/S version I was playing. The XSX is whisper quiet..You'll barely notice it's on. Gamepass ultimate is an amazing bargin! My only wish is that MS had some New launch games, but with 2020 being what it is, I understand...I'll still enjoy the games I recently purchased, and the upgraded games like MK11, NBA 2K21, MADDEN 21, COD MW, ORI, AND FORZA HORIZON 4..The future is bright ."
388,Tomas Rinne,2022,5,I was a little unsure about fitting this into my budget but after high praises from my friends I was convinced and was not disappointed. This Xbox is an amazing upgrade and I will never go back.
389,Amazon Customer,2022,5,Everything is as advertised! Still had the Microsoft seals on the box and everything.
390,Amazon Customer,2022,5,Retail priced series x. Works fantastic and I didn’t overpay
391,yourboyvip,2022,5,
392,Graciela castaneda,2022,5,I’m happy with this purchase because the package was sealed I clearly opened everything up for the first time. The console itself runs smoothly I would definitely recommend other buyers
393,Kimberly Mesa,2022,5,Good Product
394,skylar,2022,5,A little overpriced but hey stuff nowadays are getting expensive anyways. Loaded it all up and it works great played for about 6 hours straight and no complaints here was worried been seeing a lot of bad reviews on the new xboxs but so far all is good thank you
395,De’Angelo Gonzales,2022,5,11/10 piece of tech
396,iKryptolyte,2022,5,"Excellent product. So dang fast. So glad I upgraded. Great shipping, box not damaged."
397,Drehood,2022,5,Incredible system!
398,David Laudolff,2022,4,great product.
399,David hirsch,2022,5,I think it works perfectly and is the faster version Xbox in my opinion
400,Bias Sucks USA,2022,5,"Best gaming console I’ve ever purchased. Graphics, sound and speed unmatched in the gaming space."
401,Patrick Johnson,2022,5,It's awesome. I love the faster speeds due to the ssd. Little pricey for a external ssd but Microsoft has always been that way. Graphics are cool with the right set up and better games that take advantage of the hardware later in the future.
402,Elijah Long,2022,5,"You get exactly what you ask for which is amazing, got the fast shipping as well, and it came in three days. Highly recommend."
403,Kara Wilcox,2021,5,"Talk about BEAUTY! The color, graphics, of games is UNREAL, quite system, controllers even more comfortable and last longer. The home screen and online format/homescreen is absolutely, positively user friendly. I absolutely LOVE how the Online Screen format is set up! With buying games, controls, etc, it’s absolutely perfect. Have had since launch, still ZERO problems. Microsoft knocked it outta the park with this one. And ANY bad reviews, are just former employees or PSN fan boys"
404,Janice,2022,5,I paid a little more than the store price but I got a brand new console as advertised from the 6ave seller. I upgraded from my ps4 pro and it was definitely worth it as everything is crazy fast and I can finally play older games I still like without having to use multiple consoles.
405,weaponx88,2022,1,"Not impressed. This is what the XB One should have been. The dash is exactly as it is on the XB One so you immediately get the impression of no upgrade to ""Next gen"". Absolute failure on Micros part. Pure laziness. One star for better game load times but you can get that with ""upgrading"" your XB One and saving $$$$$. Games ""Enhanced for XB X"" show zero difference at all whatsoever so Micro must use a different dictionary defining ""enhanced"". I don't follow PS5 so I don't know or care what they have but the games on this X are pretty pathetic. The current gen of gamers must be so easily amused or enjoy the same games over and over  since they all look like repeats of last gen. Nothing new, nothing appealing. Gamepass is just as bad. Maybe nobody makes ""new"" games anymore. The games ""on sale"" on gamepass are ALWAYS the same garbage. The controller felt weird in my hands as I hated the texture they put on it. It felt like sand. Glad the original Xbox One S controller worked on it. Oh yeah, they added a new animation when you turn it on (woopty doo) then it takes you to the exact same dash. So nothing new. If Micro had actually put some time into overhauling the dash instead of being lazy and keeping the old one it may have been better but other wise it feels the same as XB One. Oh and all the marketing teraflops, wifi, blah blah blah......not even noticeable and not worth $500. Returned. Keep your XB Ones and upgrade it with ext SSD instead of forking out $500 for faster game load times."
406,albert truong,2022,2,"the console disconnects from wifi constantly - every 20-30 mins- end up having to reboot it all the time.Have tried various fixes from what i scoured on the googles (seperate 2.4 and 5ghz ssid's for example). What eventually worked to have stable wifi was disabling WPA2, which i didnt like.Ended up using an old router that was AC compatible and ethernet wired the X to the router, then bridged it to our wifi.disappointed in the $$$ paid for this issue, which has been ongoing since its launch. simple google search will show other users with same issue."
407,sue boyd,2020,5,"...for Santa to let me buy this. First off, I understand that I got extremely lucky and happened to see a surprise shipment of these that Amazon got the first week of December. I was able to buy it at MSRP and received my series X the next day. And WOW. I love this console. The load times are non existent. I have a low latency 4k TV and the image is amazing! Even early Cyberpunk runs perfect with nearly no load times. I have been gaming since the first NES came out in the 80s and this is the most polished gaming console I've ever experienced. I know others may have issues and the war with PS5 will be brutal... but I am having a blast. So far there isn't a single thing I'd change. X Series and Gamepass is the best gaming value this year."
408,Edwin,2022,5,Very fast shipping and great condition :)!!!
409,Jennifer Collier,2021,5,"I had an Xbox One from 2015.  Not One S or One X but the base model.  It was a great console but the load times on many newer games were less than optimal.  This console comes equipped with a 1 TB solid state hard drive, which reduces the load times to almost nothing.  Great for staying immersed in the game.  You can expand your storage with a 1 TB expansion card.  Said card is overpriced but that's another story.I've had a 4K TV for years but my Xbox One only did 1080p (the One X is the only one that does 4K).  All my games look amazing in 4K and I'm glad I took the plunge."
410,Adrian K.,2022,5,"Works like new, it also came way earlier than I thought it would which is great as the weather is too damp at the moment. 👍"
411,Lance stenfeldt,2022,5,
412,Jean Rosario Figueroa,2021,5,
413,David ,2021,5,"I was very skeptical and cautious when dealing with Amazon sellers of this product. But I took a chance and was very surprised and relieved.  I researched the ratings for each seller and settled on this seller because of his good rating. Didn't like spending the STEEP price for the Series X, but kicked the money out anyway because the landscape for getting these consoles are extremely limited at best.But I loved the quick response and delivery of my Series X.  It took only 4 days for delivery. Very impressed and satisfied in getting this new console."
414,Aurora,2022,5,I'm glad I searched it up on April 1st 2022 I got lucky and was able to get one for it's actual price. I love it. Best purchase ever this year for me.
415,Amazon Customer,2022,5,Worth the wait but grab the external 2tb with it cause after a couple of large downloads uses majority of the hard drive
416,Cullen Jonathan Chatman,2022,5,I love my series X so much shoutout to Amazon on the speedy delivery
417,Jesse,2022,5,like to say the wait paid off and getting this bad boy at cost instead of 400 plus over selling price. i hope the rest of ya get this too while its available. good luck and game on
418,Josh,2022,5,"Finally able to get it, love it"
419,Tommy Cantrell,2022,5,"Product arrived as described, no issues. Works great."
420,Stacy,2022,5,Nice upgrade from Xbox one X. Faster and much better graphics.
421,david,2022,5,"I have always been a Playstation guy, but now that I own a PS5 and Bbox series x; I can say in my opinion the Xbox is the better of the two."
422,Branko,2022,5,It arrived safely. No major problems. Only thing I'd suggest is a bigger box and more safety packaging because you know how delivery drivers are. Box was a little scuffed but it was nothing major. 100% recommend
423,Zack Rowe,2020,1,
424,Victor C.,2022,5,This is my favorite console I’ve ever owned. So worth the wait! Cant wait to see the future of gaming on this bad boy.
425,Captain Awesome Pants,2022,5,I wish it was a PS5 but it’s not. So in spite of that heart breaking detail I still like it.
426,dan,2022,5,
427,Toderick Bryant,2022,5,Glad I finally got one. It's worth every penny I paid for it.
428,Jesse,2020,5,Xbox Series X is everything I hope and dreamed it would be! The first game I played on it was Assassin's Creed:Valhalla! It looks absolutely amazing! 4k resolution at 60 frames per second! Load times are extremely quick thanks to the custom SSD Harddrive. The new Controller is pretty awesome too. It has new grips on the back of the controller and also on the triggers. There is also a new share button on it that allows you to take screenshots of the games you are playing. If you hold the button down it records a game clip. Xbox Game Pass Ultimate is really awesome with Xbox Series X. Xbox Game Pass Ultimate now includes EA play at no additional cost. EA Play contains over 70 games. I highly recommend getting an Xbox Series X if you want to experience true next gen gaming!
429,kelly carr,2022,5,I was worried a little but it came quick and system works great been playing it
430,sergio,2022,5,Todo está perfecto muy recomendada esta empresa no eh tenido ningún problema!
431,Ridge Tawdrous,2020,4,"I liked that this came on time, unlike another order I had from Amazon. It was an early Christmas gift for a friend and he honestly loved it, the resolution is really high and you can tell there was a nice amount of work done and considering I have the Xbox one s, I can especially tell the difference. However, I do not like the shape nor the price, for a 560 price tag you would expect something extra like a second controller or, who knows a headset or something, but nothing. The packaging was kinda nifty tho where it wasn’t a traditional Xbox box. I also did not like the way it was super vertical so I can’t really find a good spot to fit it now without blocking the screen or put it on the floor and hope no one topples it’s over :/"
432,Bryan D.,2022,5,It’s good
433,M. Crosby,2022,2,I was unable to use my blue yeti usb microphone and I could not use my headphone without a janky adapter connected to the controller. Also why doesn't Microsoft have a direct integration with you tube you shouldn't need to use a computer with streamlabs to stream to you tube it's 2022 for Christ's Sake
434,Ines Siegel ,2022,5,📦 perfect. Works great  ❤️ my new system.
435,Mason Moore,2022,4,the price was higher than regular but cheaper than others I have seen. the shipping was super fast and everything was packaged very well and in working condition.
436,Heonseop Sim,2021,5,The price point on this is beyond fair you're getting the Hottest console and the 1TB Seagate proprietary memory card together I don't know what all these people in the review section are complaining about a 550$ and a 250$ dollar item oh man and extra 50 bucks that's not a crazy mark up at all great price and recommended to my Guy whom I game with so he can get in on a great deal too as believe me the games are huge and you'll soon be finding yourself you wished you would've just paid the extra 50 bucks for the bundle with that memory card
437,thomas p,2022,5,I guess I got lucky getting this!
438,danny james franco,2021,5,So I upgraded from the XBOX one X and I wasn't expecting much from the series X when I got but I was proven wrong. Games look waayy better especially with some games getting Auto HDR. Games also load faster when you transfer them to the internal drive same speeds fast of you use the series X expansion card. The main menu is still the same just more snappier same applies to the xbox store so that's good. Quick resume was a feature I was like ehh sounds good but whatever and I actually use it quiet often then I thought I would. My down side to it is that their isn't any new xbox game yet. If you have an OG xbox upgrade to this when you can and you will be amazed.
439,Nick M.,2022,5,"Product arrived fast, shipped safely, and arrived ahead of time. The power was a significant step up from the previous generation of console and has been well, well worth it."
440,Luke Pham,2022,5,nothing about dislike this entertainment unit. Just power up and enjoy.
441,Nathan R Coffin,2022,5,My Xbox came quick and in perfect condition I couldn't have asked for better
442,Berty Martinez,2020,4,"Have had it for 2 weeks now. Gotta say that it's a pretty cool console. If you have an XONE or OneX you'll feel familiar with the ui since it's basically the same. Now there aren't that many games that scream Next gen yet. Though the upgrades for series x/s optimized games are very cool with more incoming. As it stands, besides things like quick resume(which has it's few issues like not working 100% of the time), faster loading times, this gen is barely starting. So don't fret if you haven't been able to get one yet. Another point with these new consoles (ps5 included) is that in order to play at 4k 120 frames per second you need a tv that has hdmi 2.1. I went with an LG un 65nano85una. Awesome tv and not as pricey as oleds."
443,Jay,2022,5,Great for the whole family.
444,J. Giles,2021,5,"I was fortunate to get this on launch day.  I have grown to absolutely love this system.The fact that all my games came over from the One, including all the BC games made me so happy!The Kinect does not work with the Series X.  This actually makes me sad because I love the Kinect, so it'll just stay on my old XBox One.The future is bright for all the systems.  I'm not a fanboy.  So just enjoy the gaming and be happy we live in the day we live in with this technology.  XBox, PS5, Switch, PC...  Just get them all."
445,1289dude,2022,5,"It's a Series X, what more can I say."
446,KR,2021,4,"Runs quiet, runs fast. Exclusive games are an issue, although not as big of an issue as they were for Xbox a few years ago. The disk drive can be a bit loud while playing a movie or a game, but other than that not much to complain about. Also the 4K video player is not quite on the same level as the PS5s as far as technical prowess, but it's not really noticeable unless you're looking for issues in a direct comparison."
447,Charles lee,2022,5,Item arrived as described and works perfectly.
448,Wes,2022,5,Crazy the performance you can get for $500. My gaming pc was triple the price for the same graphics.
449,Troy,2022,5,So far I like everything about this cancel game console
450,Andrew Frye,2021,4,"If you do manage to get your hands on one of these next gen consoles i would honestly recommend a ps5 over this, a decent system but to me falls short of the ps5 in exclusives so far and just feeling like pushing the pace of next gen consoles"
451,Christopher Quinn,2022,5,And at $500 too
452,Conan,2022,5,It plays the latest games and game pass is a blessing.
453,Tee,2022,5,Excellent
454,Amazon Customer,2022,5,It was actually in stock and showed up as advertised!  That in itself is a win!
455,William Daniels,2022,5,🔥🔥🔥 everything imagined
456,Amazon Customer,2022,5,Excellent gaming console.
457,Jamaal,2022,5,Love everything about this system. So happy I was able to grab one off the last restock.
458,Collin crawford,2022,5,Product came a week early. And it works fine. Couldn’t be happier.
459,Da.Sa.Ol.Po,2022,5,Love it! Glad I got to snag one. Only took 2.5 years.
460,Yoduh,2021,3,"I have had my Series X for a year now and feel I can give a full review finally. The console is just mediocre, the graphics are fine the games are awesome in fact I think Gamepass Ultimate is the best value in gaming right now, I just wish Microsoft had a console that matched it.The audio from the console itself is just silly, unless your TV/Monitor has built in speakers or audio out then you will need to use a HDMI audio extractor, an official wireless headset, or wired headphones connected to the controller, also no bluetooth connections so most modern headsets, and sound systems are useless with this console.The wifi can be very finicky and drops a lot, no other wifi device I have loses connection as much as this console so I have started to use a wired connection.Only 1 USB port in the front is lackluster.This feels like a $300 console not a $500 one."
461,Dan Alexandar,2022,5,"Blazing fast, amazing picture if you have the right display, and Microsoft's ever growing gaming library doesn't suck."
462,sexyknickers,2022,5,Package arrived promptly and safely. Love my new unit.
463,Aaron V,2021,5,"Owned this device for about a month now and was purchased for $499.99 msrp (yes this is possible).  Outstanding improvement over an Xbox one x. Load times are near instant for last gen games. Smart delivery provides a free upgrade for most AAA titles (forza, halo, etc).  60 fps massive improvement over 30. Can't wait to purchase a TV that supports 120 fps.Though the ability to purchase this console right now is limited, it is worth the hype. Don't pay over retail as these devices are coming back in stock more frequently than a year ago. Good luck all potential buyers."
464,gschurman,2022,5,Bought it at MSRP wife is really happy iam happy that we can game together
465,Justice,2022,5,
466,Matthew Smith,2022,5,Great price. Great packaging. Amazing condition and even arrived 2 days early.. well done... well served.
467,Enjoying Life,2022,3,"If you have an Xbox One X, I would suggest you skip this one.  I bought it, expecting it to be ‘so much better’ than my Xbox one X.  Unfortunately I can’t see much difference.  The games my load a little quicker, but that’s about it.Maybe this will be worth it when Microsoft creates some amazing games only for the Xbox Series X, but until then, don’t buy it unless you are still playing on a Xbox 360."
468,Mfroland29,2022,5,My item was delivered on time. The seller kept in touch via email to inform me of the delivery status. The product was as advertised.
469,Efrain,2022,5,loved it
470,MrSavoie2U,2020,4,"This is above and beyond the best Xbox console to date, however there are system updates still needed to improve the overall performance in games. Due to the fact that Microsoft waited for AMD to finalize the RDNA 2 feature set so the Series consoles could have the entire feature set, the system is behind in terms of max performance capabilities. Once these system updates roll out and the system fully utilizes the full RDNA 2 feature set and games are taking full advantage of them, we should see the full potential of the console. Early on there seems to be some slight performance issues with the cross gen titles at least. Still very happy with Xbox and the direction it's going as a gaming platform."
471,Joshua M,2022,5,"I purchased this Xbox series x from Best4Sale. Great Seller, 2 day shipping, item new in box in perfect condition and works great."
472,Melissa.D,2022,5,I'm team playstation all the way but this Xbox went on sale and I decided to get it and I love it. It also came pretty fast.
473,Clarence freeman,2022,5,This product is excellent 👍
474,Patrick Skeith,2022,3,"I have the PS5 as well and both consoles are terrible at 4k gaming, but I would still rate the PS5 higher than the Series X because there are barely and exclusive title that have released to take advantage of the improved hardware… This pains me because I was basically raised on the OG Xbox and Xbox 360 and genuinely love the exclusives of the past.Here’s to hoping that Microsoft puts all those new IPs they bought to good use in the near future!"
475,Amazon Customer,2022,5,its a xbox series x. takes a bit for load times sometimes but eh i won't need to upgrade for a long while
476,Kendricks Baldwin,2022,5,If you  want a xbox series x or xbox series s Ef deals  is the best and they deliver fast too.
477,B. Newell Tech And Brand Rep,2022,5,Hope y’all get one soon… for cost of course.
478,Robert Riddle,2022,5,Great!!
479,TBird,2022,5,It’s perfect I love it and have never used anything with that much power thank you so much!
480,mam319,2022,5,Came in just like it said it would! Mint condition and unopened!
481,Zach,2022,5,fastest I've ever gotten a package. ordered eating lunch at noon and got it at 4 same day. perfect condition
482,Sebastian,2021,5,"technically a superior machine to the PS5, the impressive hardware means nothing without a variety of games that take advantage of it. whereas the ps5 launched with miles morales and demons souls and a few others, microsoft has merely optimized some titles for their new generation. as an owner of both the ps5 and the xbox series x i can assure if you can only get one, get the ps5. there are better games on it and that trend will continue, even with microsoft acquiring bethesda.the console itself is impressive, but falls short due to a lack of games, which is what this machine is all about."
483,Altoh khadka,2021,5,"I been hunting for these xbox for almost 4 months now . Sleepless night , countless try , countless store visits , filled . Amazon made my life much better . Process of buying this product was very easy and fast . Shipping was very fast as well.Xbox itself is a the best ever , xbox taken over I think with this console . The packing to its design I love it all.I am on my 4th week I think and already have over 100+ hours into it and I love every moment ..Respond time is great , is fastest ever , processing is awesome . Would recommend this to anyone ......"
484,Carolina Arango,2022,5,I play gears of war with this and the graphics are amazing
485,Jerry Robbins,2022,5,It’s an amazing Xbox and is seriously worth the wait.
486,Zack winter,2022,5,I love it best graphics on my 4k tv
487,Danny,2022,5,Excellent service and product came just as promoted 👍
488,Wayne Aung,2021,5,I got lucky and was able to get it for retail. My son loves it and he said it is the best Christmas gift he ever had. Image quality is amazing and gameplay is incredibly smooth. I wish they could include extra controller but it's ok since I got one for a great deal during black friday.
489,Abdul Newland,2022,5,Best system hands down
490,Dan,2022,5,Love the system graphics are great
491,Desaraye McCue,2022,5,This arrived really fast. The graphics are so sharp and crisp. I’m very happy with the system. Long time Xbox fan.
492,Edsel Talbert,2022,5,Unit was shipped to me brand new in pristine condition well protected. You can trust this seller.
493,Kolby,2021,5,"I've had this console for 3 months now and it is awesome. I can load large games like Forza Horizon 4 and Vahalla in 5-7 seconds. Plus, the quick resume is crazy impressive. For example, I started Halo MCC after 2 WEEKS of not playing it and it picked up in a campaign mission right where I left off!!! The console is very quiet. Graphics are super sexy, I highly recommend getting a TV that can take advantage of the 4K at 120fps. The new controller is comfortable with a better texture grip and d-pad. Overall, this is the best gaming console ever built. The Microsoft UI is streamlined and super user friendly as well."
494,JT,2022,5,"It processes so well, and is so good for playing fps games or really any game."
495,Barbara Lewis,2022,5,
496,Stephen Morley,2020,5,"It’s a behemoth simple put. Besides that it is a really amazing console. Just setting it up and downloading a few games for my son, I could really notice the download speed and performance upgrades. Does not run hot so far it has been running terratech in 4K hdr for about half hour. See picture. The Xbox one x would easily hit 150 degrees Fahrenheit."
497,Amazon Customer,2022,5,This is a wonderful console. Arrived perfectly fine. Console works great and stock has met demand. Good job xbox!
498,Dustin,2022,5,First xbox ever owned. Love it!
499,niuvis,2020,5,"This consoles amazing, straight up beast runs games at 60 fps at 4k most of the time. There are still not games enchanted for this but even then HDR comes in and makes them look beautiful either way. The heat on the console is not as bad as I thought it is when you put your hand on it but thats fine. I'm proud with this product and Amazon got it on time. Now let me tell you that if you have an Xbox one x I would wait a while, even though this is a beast it does not come with any exclusively so if your just wanting it for something new don't expect to be blown away."
